#,Time of Day,Thread,Module,API,Return Value,Error,Duration
155842,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000009
155845,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.000002
155852,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.000002
155859,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000009
155862,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
155866,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x0f01203d ),DD_OK,,0.0000367
155869,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000021
155876,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000048
155883,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000019
155886,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000009
155892,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetCaps ( 0x001afde0 ),DD_OK,,0.0000008
155893,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::Flip ( 0x028e90a8, 0 )",DD_OK,,0.0002369
155896,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcbc ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000006
155897,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcb8 ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000002
155914,41:26.6,1,IGN_TEAS.EXE,"PeekMessageA ( 0x001afe24, NULL, 0, 0, PM_NOREMOVE )",FALSE,,0.0000051
155915,41:26.6,1,IGN_TEAS.EXE,timeGetTime (  ),763410,,0.0000026
155917,41:26.6,1,IGN_TEAS.EXE,"IDirectInputDeviceA::GetDeviceData ( 16, 0x001afc00, 0x001afbfc, 0 )",DI_OK,,0.000003
155921,41:26.6,1,IGN_TEAS.EXE,"IDirectSoundBuffer::GetCurrentPosition ( 0x0043c7e4, 0x0043c7cc )",DS_OK,,0.0000147
155924,41:26.6,1,IGN_TEAS.EXE,"IDirectSoundBuffer::Lock ( 25336, 440, 0x0043c7d0, 0x0043c7e8, 0x0043c7d4, 0x0043c7ec, 0 )",DS_OK,,0.0000089
155927,41:26.6,1,IGN_TEAS.EXE,"IDirectSoundBuffer::Unlock ( 0x0a167598, 440, NULL, 0 )",DS_OK,,0.0000116
155930,41:26.6,1,IGN_TEAS.EXE,"IDirectSoundBuffer::GetCurrentPosition ( 0x0043c7e4, 0x0043c7cc )",DS_OK,,0.0000063
155933,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000005
155934,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::Lock ( NULL, 0x001afd00, DDLOCK_WAIT | DDLOCK_WRITEONLY, NULL )",DD_OK,,0.0000248
155937,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb9c )",S_OK,,0.0000053
155944,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb98 )",S_OK,,0.0000025
155951,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000016
155954,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000009
155957,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb70 )",S_OK,,0.0000025
155969,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb6c )",S_OK,,0.0000029
155976,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000015
155979,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000011
155984,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Unlock ( 0x0043c824 ),DD_OK,,0.0002899
155987,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc2c )",S_OK,,0.000002
155994,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc28 )",S_OK,,0.000002
156001,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.000001
156004,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
156007,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc10 )",S_OK,,0.0000019
156014,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc0c )",S_OK,,0.0000019
156021,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.000001
156024,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
156027,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000003
156028,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000002
156029,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetDC ( 0x001afc24 ),DD_OK,,0.0000482
156032,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.000002
156039,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000044
156046,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000018
156049,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000012
156054,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetDC ( 0x001afc28 ),DD_OK,,0.0000323
156057,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000023
156064,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000022
156071,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.000001
156074,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
156077,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.000002
156084,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.000002
156091,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000009
156094,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
156100,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x04012036 ),DD_OK,,0.0000392
156103,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000034
156110,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000023
156117,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000019
156120,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000012
156123,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000036
156130,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000026
156137,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000014
156140,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
156144,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x1001203d ),DD_OK,,0.0000243
156147,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.000002
156154,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000021
156161,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.000001
156164,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000009
156170,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetCaps ( 0x001afde0 ),DD_OK,,0.0000005
156171,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::Flip ( 0x028e90a8, 0 )",DD_OK,,0.0001545
156174,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcbc ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000005
156175,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcb8 ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000002
156192,41:26.6,1,IGN_TEAS.EXE,"PeekMessageA ( 0x001afe24, NULL, 0, 0, PM_NOREMOVE )",FALSE,,0.0000044
156193,41:26.6,1,IGN_TEAS.EXE,timeGetTime (  ),763420,,0.0000025
156195,41:26.6,1,IGN_TEAS.EXE,"IDirectInputDeviceA::GetDeviceData ( 16, 0x001afc00, 0x001afbfc, 0 )",DI_OK,,0.0000022
156199,41:26.6,1,IGN_TEAS.EXE,"IDirectSoundBuffer::GetCurrentPosition ( 0x0043c7e4, 0x0043c7cc )",DS_OK,,0.000012
156202,41:26.6,1,IGN_TEAS.EXE,"IDirectSoundBuffer::Lock ( 25776, 440, 0x0043c7d0, 0x0043c7e8, 0x0043c7d4, 0x0043c7ec, 0 )",DS_OK,,0.0000104
156205,41:26.6,1,IGN_TEAS.EXE,"IDirectSoundBuffer::Unlock ( 0x0a167750, 440, NULL, 0 )",DS_OK,,0.0000082
156208,41:26.6,1,IGN_TEAS.EXE,"IDirectSoundBuffer::GetCurrentPosition ( 0x0043c7e4, 0x0043c7cc )",DS_OK,,0.0000067
156211,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000005
156212,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::Lock ( NULL, 0x001afd00, DDLOCK_WAIT | DDLOCK_WRITEONLY, NULL )",DD_OK,,0.0000285
156215,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb9c )",S_OK,,0.0000025
156222,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb98 )",S_OK,,0.0000043
156229,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.000002
156232,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.000001
156235,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb70 )",S_OK,,0.000002
156242,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb6c )",S_OK,,0.0000067
156249,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.000001
156252,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.000001
156257,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Unlock ( 0x0043c824 ),DD_OK,,0.0003074
156260,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc2c )",S_OK,,0.0000023
156267,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc28 )",S_OK,,0.000002
156274,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.000001
156277,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
156280,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc10 )",S_OK,,0.0000018
156287,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc0c )",S_OK,,0.000002
156294,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000008
156297,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
156300,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000003
156301,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000001
156302,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetDC ( 0x001afc24 ),DD_OK,,0.0000867
156305,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000025
156312,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000035
156319,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000013
156322,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000011
156327,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetDC ( 0x001afc28 ),DD_OK,,0.0000389
156330,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000039
156340,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000045
156349,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000017
156352,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000012
156355,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000022
156362,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000019
156369,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
156372,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
156378,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x05012036 ),DD_OK,,0.0000255
156381,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000021
156388,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.000002
156395,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.000001
156398,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
156401,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000017
156408,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000018
156415,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
156418,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000007
156422,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x1101203d ),DD_OK,,0.000022
156425,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000018
156432,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000019
156439,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000009
156442,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
156448,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetCaps ( 0x001afde0 ),DD_OK,,0.0000006
156449,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::Flip ( 0x028e90a8, 0 )",DD_OK,,0.0001553
156452,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcbc ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000011
156453,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcb8 ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000003
156470,41:26.6,1,IGN_TEAS.EXE,"PeekMessageA ( 0x001afe24, NULL, 0, 0, PM_NOREMOVE )",FALSE,,0.0000043
156471,41:26.6,1,IGN_TEAS.EXE,timeGetTime (  ),763428,,0.0000011
156473,41:26.6,1,IGN_TEAS.EXE,"IDirectInputDeviceA::GetDeviceData ( 16, 0x001afc00, 0x001afbfc, 0 )",DI_OK,,0.000002
156477,41:26.6,1,IGN_TEAS.EXE,"IDirectSoundBuffer::GetCurrentPosition ( 0x0043c7e4, 0x0043c7cc )",DS_OK,,0.0000122
156480,41:26.6,1,IGN_TEAS.EXE,"IDirectSoundBuffer::Lock ( 26216, 440, 0x0043c7d0, 0x0043c7e8, 0x0043c7d4, 0x0043c7ec, 0 )",DS_OK,,0.0000075
156483,41:26.6,1,IGN_TEAS.EXE,"IDirectSoundBuffer::Unlock ( 0x0a167908, 440, NULL, 0 )",DS_OK,,0.0000197
156486,41:26.6,1,IGN_TEAS.EXE,"IDirectSoundBuffer::GetCurrentPosition ( 0x0043c7e4, 0x0043c7cc )",DS_OK,,0.0000115
156489,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000004
156490,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::Lock ( NULL, 0x001afd00, DDLOCK_WAIT | DDLOCK_WRITEONLY, NULL )",DD_OK,,0.0000307
156493,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb9c )",S_OK,,0.0000041
156500,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb98 )",S_OK,,0.000003
156507,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000012
156510,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000012
156513,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb70 )",S_OK,,0.0000017
156520,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb6c )",S_OK,,0.0000058
156527,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000038
156530,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000018
156535,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Unlock ( 0x0043c824 ),DD_OK,,0.0003036
156538,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc2c )",S_OK,,0.0000022
156545,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc28 )",S_OK,,0.0000023
156552,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000009
156555,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
156558,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc10 )",S_OK,,0.0000032
156565,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc0c )",S_OK,,0.0000025
156572,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000014
156575,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000009
156578,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000004
156579,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000001
156580,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetDC ( 0x001afc24 ),DD_OK,,0.0000563
156583,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000019
156590,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000034
156597,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000013
156600,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
156605,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetDC ( 0x001afc28 ),DD_OK,,0.0000485
156608,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000037
156615,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000024
156622,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000014
156625,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000037
156628,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000029
156635,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000032
156643,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.000001
156648,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.000001
156656,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x06012036 ),DD_OK,,0.0000333
156659,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.000002
156666,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000042
156673,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000016
156676,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000017
156679,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000022
156686,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000018
156693,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
156696,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
156700,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x1201203d ),DD_OK,,0.0000285
156703,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000018
156710,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000024
156717,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000015
156720,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
156726,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetCaps ( 0x001afde0 ),DD_OK,,0.0000005
156727,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::Flip ( 0x028e90a8, 0 )",DD_OK,,0.0001102
156730,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcbc ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000004
156731,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcb8 ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000002
156748,41:26.6,1,IGN_TEAS.EXE,"PeekMessageA ( 0x001afe24, NULL, 0, 0, PM_NOREMOVE )",FALSE,,0.0000038
156749,41:26.6,1,IGN_TEAS.EXE,timeGetTime (  ),763436,,0.0000019
156751,41:26.6,1,IGN_TEAS.EXE,"IDirectInputDeviceA::GetDeviceData ( 16, 0x001afc00, 0x001afbfc, 0 )",DI_OK,,0.0000018
156755,41:26.6,1,IGN_TEAS.EXE,"IDirectSoundBuffer::GetCurrentPosition ( 0x0043c7e4, 0x0043c7cc )",DS_OK,,0.0000091
156758,41:26.6,1,IGN_TEAS.EXE,"IDirectSoundBuffer::Lock ( 26656, 440, 0x0043c7d0, 0x0043c7e8, 0x0043c7d4, 0x0043c7ec, 0 )",DS_OK,,0.0000693
156761,41:26.6,1,IGN_TEAS.EXE,"IDirectSoundBuffer::Unlock ( 0x0a167ac0, 440, NULL, 0 )",DS_OK,,0.0000147
156764,41:26.6,1,IGN_TEAS.EXE,"IDirectSoundBuffer::GetCurrentPosition ( 0x0043c7e4, 0x0043c7cc )",DS_OK,,0.0000102
156767,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.000001
156768,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::Lock ( NULL, 0x001afd00, DDLOCK_WAIT | DDLOCK_WRITEONLY, NULL )",DD_OK,,0.0000225
156771,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb9c )",S_OK,,0.000003
156778,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb98 )",S_OK,,0.000003
156785,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000014
156788,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000011
156791,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb70 )",S_OK,,0.0000019
156798,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb6c )",S_OK,,0.0000021
156805,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.000001
156808,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000009
156813,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Unlock ( 0x0043c824 ),DD_OK,,0.0003134
156816,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc2c )",S_OK,,0.0000021
156823,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc28 )",S_OK,,0.0000019
