#,Time of Day,Thread,Module,API,Return Value,Error,Duration
76914,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb6c )",S_OK,,0.0000017
76921,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000008
76924,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
76929,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Unlock ( 0x0043c824 ),DD_OK,,0.0003094
76932,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc2c )",S_OK,,0.0000017
76939,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc28 )",S_OK,,0.0000019
76946,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000008
76949,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000007
76952,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc10 )",S_OK,,0.0000017
76959,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc0c )",S_OK,,0.0000018
76966,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000009
76969,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.000004
76972,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000005
76973,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000002
76974,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::GetDC ( 0x001afc24 ),DD_OK,,0.0000451
76977,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000044
76984,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.000003
76991,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000015
76994,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.000001
76999,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::GetDC ( 0x001afc28 ),DD_OK,,0.0000572
77002,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000023
77009,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000024
77016,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000014
77019,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
77022,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.000002
77029,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000018
77036,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
77039,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
77045,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x7d0112cd ),DD_OK,,0.0000234
77048,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000019
77055,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000018
77062,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000009
77065,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000007
77068,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000017
77075,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000017
77082,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
77085,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
77089,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x2c0119ee ),DD_OK,,0.0000438
77092,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000025
77099,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000045
77106,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000018
77109,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000013
77115,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::GetCaps ( 0x001afde0 ),DD_OK,,0.0000008
77116,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::Flip ( 0x028e90a8, 0 )",DD_OK,,0.003527
77119,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcbc ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000005
77120,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcb8 ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000002
77137,41:24.1,1,IGN_TEAS.EXE,"PeekMessageA ( 0x001afe24, NULL, 0, 0, PM_NOREMOVE )",TRUE,,0.000097
77141,41:24.1,1,IGN_TEAS.EXE,"DefWindowProcA ( 0x00080a28, WM_NCHITTEST, 0, 7864480 )",1,,0.0000091
77150,41:24.1,1,IGN_TEAS.EXE,"GetMessageA ( 0x001afe24, NULL, 0, 0 )",TRUE,,0.0000686
77155,41:24.1,1,IGN_TEAS.EXE,"DefWindowProcA ( 0x00080a28, WM_NCHITTEST, 0, 7864480 )",1,,0.0000028
77171,41:24.1,1,IGN_TEAS.EXE,SetCursor ( NULL ),NULL,0 = The operation completed successfully. ,0.0000048
77172,41:24.1,1,IGN_TEAS.EXE,TranslateMessage ( 0x001afe24 ),FALSE,,0.0000003
77173,41:24.1,1,IGN_TEAS.EXE,DispatchMessageA ( 0x001afe24 ),0,,0.0000027
77175,41:24.1,1,IGN_TEAS.EXE,"DefWindowProcA ( 0x00080a28, WM_MOUSEMOVE, 0, 7864480 )",0,,0.0000003
77176,41:24.1,1,IGN_TEAS.EXE,"PeekMessageA ( 0x001afe24, NULL, 0, 0, PM_NOREMOVE )",FALSE,,0.0000038
77177,41:24.1,1,IGN_TEAS.EXE,timeGetTime (  ),760960,,0.0000019
77179,41:24.1,1,IGN_TEAS.EXE,"IDirectInputDeviceA::GetDeviceData ( 16, 0x001afc00, 0x001afbfc, 0 )",DI_OK,,0.0000015
77183,41:24.1,1,IGN_TEAS.EXE,"IDirectSoundBuffer::GetCurrentPosition ( 0x0043c7e4, 0x0043c7cc )",DS_OK,,0.000023
77186,41:24.1,1,IGN_TEAS.EXE,"IDirectSoundBuffer::Lock ( 13640, 440, 0x0043c7d0, 0x0043c7e8, 0x0043c7d4, 0x0043c7ec, 0 )",DS_OK,,0.0000073
77189,41:24.1,1,IGN_TEAS.EXE,"IDirectSoundBuffer::Unlock ( 0x0a1647e8, 440, NULL, 0 )",DS_OK,,0.0000075
77192,41:24.1,1,IGN_TEAS.EXE,"IDirectSoundBuffer::GetCurrentPosition ( 0x0043c7e4, 0x0043c7cc )",DS_OK,,0.0000447
77195,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000009
77196,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::Lock ( NULL, 0x001afd00, DDLOCK_WAIT | DDLOCK_WRITEONLY, NULL )",DD_OK,,0.0000263
77199,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb9c )",S_OK,,0.0000034
77206,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb98 )",S_OK,,0.0000024
77213,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000015
77216,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.000001
77219,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb70 )",S_OK,,0.0000028
77226,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb6c )",S_OK,,0.0000041
77233,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000019
77236,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000015
77241,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Unlock ( 0x0043c824 ),DD_OK,,0.0006915
77244,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc2c )",S_OK,,0.0000023
77251,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc28 )",S_OK,,0.0000038
77258,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000014
77261,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000009
77264,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc10 )",S_OK,,0.000002
77271,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc0c )",S_OK,,0.0000021
77278,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.000001
77281,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000009
77284,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000003
77285,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000002
77286,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::GetDC ( 0x001afc24 ),DD_OK,,0.0000542
77289,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.000002
77296,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000035
77303,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000015
77306,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000012
77311,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::GetDC ( 0x001afc28 ),DD_OK,,0.0000448
77314,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000023
77321,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000021
77328,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.000001
77331,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
77334,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000019
77341,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000019
77348,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000025
77351,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000021
77357,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x7e0112cd ),DD_OK,,0.000041
77360,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000042
77367,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000025
77374,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000013
77377,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.000001
77380,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.000002
77387,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000033
77394,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000014
77397,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000016
77401,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x96011ffc ),DD_OK,,0.0000556
77404,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000024
77411,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000021
77418,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000011
77421,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
77427,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::GetCaps ( 0x001afde0 ),DD_OK,,0.0000006
77428,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::Flip ( 0x028e90a8, 0 )",DD_OK,,0.0001165
77431,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcbc ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000005
77432,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcb8 ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000002
77449,41:24.1,1,IGN_TEAS.EXE,"PeekMessageA ( 0x001afe24, NULL, 0, 0, PM_NOREMOVE )",FALSE,,0.0000036
77450,41:24.1,1,IGN_TEAS.EXE,timeGetTime (  ),760969,,0.0000014
77452,41:24.1,1,IGN_TEAS.EXE,"IDirectInputDeviceA::GetDeviceData ( 16, 0x001afc00, 0x001afbfc, 0 )",DI_OK,,0.0000015
77456,41:24.1,1,IGN_TEAS.EXE,"IDirectSoundBuffer::GetCurrentPosition ( 0x0043c7e4, 0x0043c7cc )",DS_OK,,0.0000105
77459,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000004
77460,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::Lock ( NULL, 0x001afd00, DDLOCK_WAIT | DDLOCK_WRITEONLY, NULL )",DD_OK,,0.0000202
77463,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb9c )",S_OK,,0.0000025
77470,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb98 )",S_OK,,0.0000019
77477,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000018
77480,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000018
77483,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb70 )",S_OK,,0.0000025
77491,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb6c )",S_OK,,0.0000018
77501,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000009
77505,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
77510,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Unlock ( 0x0043c824 ),DD_OK,,0.0003002
77513,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc2c )",S_OK,,0.000002
77520,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc28 )",S_OK,,0.000002
77527,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000009
77530,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
77533,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc10 )",S_OK,,0.000002
77540,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc0c )",S_OK,,0.000002
77547,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000008
77550,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
77553,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000002
77554,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000001
77555,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::GetDC ( 0x001afc24 ),DD_OK,,0.0000382
77558,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000018
77565,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000018
77572,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000008
77575,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
77580,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::GetDC ( 0x001afc28 ),DD_OK,,0.0000509
77583,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.000002
77590,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000019
77597,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000009
77600,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
77603,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000018
77610,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000052
77617,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000015
77620,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000012
77626,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x7f0112cd ),DD_OK,,0.000032
77629,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000024
77636,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000024
77643,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000011
77646,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
77649,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.000002
77656,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.000002
77663,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.000001
77666,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
77670,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x97011ffc ),DD_OK,,0.0000368
77673,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000044
77680,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000025
77687,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000023
77690,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000012
77696,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::GetCaps ( 0x001afde0 ),DD_OK,,0.0000008
77697,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::Flip ( 0x028e90a8, 0 )",DD_OK,,0.0001587
77700,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcbc ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000004
77701,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcb8 ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000002
77718,41:24.2,1,IGN_TEAS.EXE,"PeekMessageA ( 0x001afe24, NULL, 0, 0, PM_NOREMOVE )",FALSE,,0.000004
77719,41:24.2,1,IGN_TEAS.EXE,timeGetTime (  ),760976,,0.0000023
77721,41:24.2,1,IGN_TEAS.EXE,"IDirectInputDeviceA::GetDeviceData ( 16, 0x001afc00, 0x001afbfc, 0 )",DI_OK,,0.0000028
77725,41:24.2,1,IGN_TEAS.EXE,"IDirectSoundBuffer::GetCurrentPosition ( 0x0043c7e4, 0x0043c7cc )",DS_OK,,0.0000128
77728,41:24.2,1,IGN_TEAS.EXE,"IDirectSoundBuffer::Lock ( 14080, 440, 0x0043c7d0, 0x0043c7e8, 0x0043c7d4, 0x0043c7ec, 0 )",DS_OK,,0.0000092
77731,41:24.2,1,IGN_TEAS.EXE,"IDirectSoundBuffer::Unlock ( 0x0a1649a0, 440, NULL, 0 )",DS_OK,,0.0000067
77734,41:24.2,1,IGN_TEAS.EXE,"IDirectSoundBuffer::GetCurrentPosition ( 0x0043c7e4, 0x0043c7cc )",DS_OK,,0.000006
77737,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000004
77738,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::Lock ( NULL, 0x001afd00, DDLOCK_WAIT | DDLOCK_WRITEONLY, NULL )",DD_OK,,0.0000263
77741,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb9c )",S_OK,,0.0000025
77748,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb98 )",S_OK,,0.0000025
77755,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000024
77758,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000013
77761,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb70 )",S_OK,,0.0000028
77768,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb6c )",S_OK,,0.0000023
77775,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000012
77778,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000025
77783,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Unlock ( 0x0043c824 ),DD_OK,,0.0002901
77786,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc2c )",S_OK,,0.0000028
77793,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc28 )",S_OK,,0.000003
77800,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000011
77803,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.000001
77806,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc10 )",S_OK,,0.0000021
77813,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc0c )",S_OK,,0.000002
77820,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000009
77823,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
77826,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000002
77827,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000002
77828,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::GetDC ( 0x001afc24 ),DD_OK,,0.0000419
77831,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000019
77838,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.000002
77845,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000009
77848,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
77853,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::GetDC ( 0x001afc28 ),DD_OK,,0.0000371
77856,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000019
77864,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000019
77875,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000009
77878,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
77881,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.000002
77888,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000035
77895,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000013
77898,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000009
77904,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x800112cd ),DD_OK,,0.0000512
77907,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000035
77914,41:24.2,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000024
77921,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000015
77924,41:24.2,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
